,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
5030,OYO 4727 Hotel Sangam Pacific,SCO 67 Zirakpur Chandigarh 140603 India,9677,Chandigarh,2021-12-02,2021-02-20,,,9.9,4.7,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
5031,Hotel Central Park,SCO 101112 SECTOR 17A Chandigarh CHANDIGARH 160017 India,6751,Chandigarh,2021-12-02,2021-02-20,,,1.8,7.4,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
5032,OYO 10330 Hotel Golden Brooks,SCO 352 Nayagaon Chandigarh Chandigarh 160103 India,21885,Chandigarh,2021-12-02,2021-02-20,,,4.6,11 ,no,no,no,no,no,no,yes,yes,no,no,no,no,no
5033,OYO 10330 Hotel Golden Brooks,SCO 352 Nayagaon Chandigarh Chandigarh 160103 India,21885,Chandigarh,2021-12-02,2021-02-20,,,4.6,11 ,no,no,no,no,no,no,yes,yes,no,no,no,no,no
5034,OYO 10386 Hotel Jimmy,SCO 30253026 Sector 22ChandigarhIndia Chandigarh 160022 India,47194,Chandigarh,2021-12-02,2021-02-20,,,0.7,6.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5035,OYO 9740 Hotel Him Sagar,1590Gugga Mari MandirSec 45 BBurail Near Traffic Light Point Sec 4546 Chandigarh Chandigarh 160045 India,9075,Chandigarh,2021-12-02,2021-02-20,,,3.2,4.1,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5036,OYO 33475 Hotel Orient View,Oyo 33475 Hotel Orient ViewSector 45 Chandigarh Chandigarh 160047 India,6559,Chandigarh,2021-12-02,2021-02-20,,,3.2,4.1,no,no,no,no,no,no,no,yes,no,no,no,no,no
5037,OYO 14225 Bahl Regency,1Near Aura Garden Mamta Enclave KalkaShimla Highway Panchkula 140603 India,11520,Chandigarh,2021-12-02,2021-02-20,,,10 ,5.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5038,JK Rooms 142 Silky Resorts,ZirakpurPanchkulaKalka Highway SAS Nagar Mohali Surajpur Zirakpur Punjab 140603 India,17500,Chandigarh,2021-12-02,2021-02-20,,,10 ,4.7,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5039,OYO 12379 Hotel Riyasat,hotel riyasat dadu majra sector 38 Chandigarh 160014 India,55689,Chandigarh,2021-12-02,2021-02-20,,,4.6,10 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
5040,OYO 4849 Hotel Staywell,ZirakpurChandigarhAmbala Highway Zirakpur Punjab 140603 India,55689,Chandigarh,2021-12-02,2021-02-20,,,9.0,3.2,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5041,Hotel Mandarin Square,ChandigarhAmbala National Highway Opp Paras Downtown Mall Zirakpur Punjab 140603 India,19595,Chandigarh,2021-12-02,2021-02-20,,,9.5,3.6,no,yes,no,no,no,no,no,no,no,no,no,no,no
5042,Hotel Golden Inn,Gate No 1 Opposite Railway Station Daria Chandigarh Chandigarh Chandigarh 160101 India,250000,Chandigarh,2021-12-02,2021-02-20,,,5.5,3.8,no,yes,no,no,no,no,no,no,no,no,no,no,no
5043,OYO 17199 Hotel Clg Grand,12 Zirakpur Shimla Hwy Zirakpur Punjab 140603 India,9089,Chandigarh,2021-12-02,2021-02-20,,,9.9,4.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
5044,OYO 17199 Hotel Clg Grand,12 Zirakpur Shimla Hwy Zirakpur Punjab 140603 India,9089,Chandigarh,2021-12-02,2021-02-20,,,9.9,4.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
5045,OYO 9599 Vansh Palace,1546 Near Goga Mari Mandir Sector 45 Civil Hospital Backside Burail Chandigarh Chandigarh 160047 India,9475,Chandigarh,2021-12-02,2021-02-20,,,3.2,4.2,no,no,no,no,no,no,no,yes,no,no,no,no,no
5046,Hotel Grand Way,SCF 1059/8 Panchkula 160101 India,7750,Chandigarh,2021-12-02,2021-02-20,,,6.4,6.0,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
5047,OYO 14030 Cheema Holiday Homes,33 Shivalik Vihar Nayagaon Mohali Chandigarh 160103 India,4383,Chandigarh,2021-12-02,2021-02-20,,,5.6,11 ,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
5048,OYO 9634 Sector 42,House No 27 Sector 42 Main Road Attawa Chandigarh Chandigarh 160036 India,16638,Chandigarh,2021-12-02,2021-02-20,,,2.2,6.8,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5049,OYO 16695 Hotel Sun View,Sco 11 Saraswati Vihar Nr Indian Oil Petrl Pump Zirakpur Punjab 160104 India,9437,Chandigarh,2021-12-02,2021-02-20,,,11 ,5.6,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5050,SPOT ON 61033 Hotel Diamond,1Sector 80 Sahibzada Ajit Singh Nagar Kharar Punjab 140308 India,4317,Chandigarh,2021-12-02,2021-02-20,,,8.4,6.8,no,no,no,no,no,no,no,yes,no,no,no,no,no
5051,SPOT ON 49328 Sukh Motel,0Shivalik Vihar 3 Chandigarh Punjab 160012 India,3346,Chandigarh,2021-12-02,2021-02-20,,,6.1,12 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
5052,OYO 46866 The Nest 2,NaOpposite To Rajender Nagar Station Kharar Chandigarh 160055 India,5982,Chandigarh,2021-12-02,2021-02-20,,,7.7,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
5053,OYO 8664 Hotel 1st Choice,Plot No 203 Sector 45 Near Govt Middle School Chandigarh Chandigarh 160030 India,6886,Chandigarh,2021-12-02,2021-02-20,,,3.1,4.6,no,no,no,no,yes,no,no,no,no,no,no,no,no
5054,OYO 46328 Hotel Anand Shri,19Nandan Vihar Unicity Homes Complex Near Bus Stand Chandigarh Highway Zirakpur Chandigarh 140603 India,7100,Chandigarh,2021-12-02,2021-02-20,,,9.2,3.4,no,no,no,no,no,no,no,yes,no,no,no,no,no
5055,OYO 46328 Hotel Anand Shri,19Nandan Vihar Unicity Homes Complex Near Bus Stand Chandigarh Highway Zirakpur Chandigarh 140603 India,7100,Chandigarh,2021-12-02,2021-02-20,,,9.2,3.4,no,no,no,no,no,no,no,yes,no,no,no,no,no
5056,Mint Hotel Premia,Showroom No 123 Balaji Enclave ZirakpurPatiala Road Zirakpur Punjab 140603 India,16200,Chandigarh,2021-12-02,2021-02-20,Very good,8.0,9.9,3.8,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5057,OYO 16715 Hotel City Luxury 45,270 Gali No 3 Opp Prachin Mandir Nr Community Centre Sec 45 Burail Chandigarh Chandigarh 160045 India,6730,Chandigarh,2021-12-02,2021-02-20,,,3.2,4.5,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5058,Hotel Orbit,#178 Industrial Cum Business Park Phase II Chandigarh Punjab 160002 India,11495,Chandigarh,2021-12-02,2021-02-20,Exceptional,10.0,4.0,2.7,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
5059,OYO 18504 Hotel Safari,SCO 20 ZirakpurPanchkulaKalka Hwy Kalgidhar enclaveBaltana Zirakpur Punjab 140603 India,8271,Chandigarh,2021-12-02,2021-02-20,,,9.7,4.2,no,no,no,no,no,no,no,yes,no,no,no,no,no
5060,OYO 61261 Hotel Z,Kala Road Kala Road Zirakpur Punjab 140603 India,8739,Chandigarh,2021-12-02,2021-02-20,,,9.6,4.0,no,no,no,no,no,no,no,yes,no,no,no,no,no
5061,OYO 40846 Jm Plaza,Hotel Jm Plaza Chandigarh Punjab 133301 India,6159,Chandigarh,2021-12-02,2021-02-20,,,5.5,11 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
5062,Glades Hotel,SCO No 3 and 4 Sector 55 Phase 1 Chandigarh Punjab 160055 India,17900,Chandigarh,2021-12-02,2021-02-20,Very good,8.0,4.9,8.7,no,no,yes,no,yes,no,yes,no,no,no,no,no,no
5063,OYO 38616 Hotel Jeevak,SCO 1030 Sec110111 TDI Cannaught Place LandranBanur Kharar Punjab 140307 India,8764,Chandigarh,2021-12-02,2021-02-20,,,12 ,12 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
5064,Hotel Pride,Shop No 123 Main Market adjoining PEC Nayagaon Chandigarh Chandigarh 160103 India,6629,Chandigarh,2021-12-02,2021-02-20,Good,6.0,4.4,10 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
5065,OYO 3987 Hotel Multitech,SCO 104647 Sector  22BNear Sector 17 Chandigarh 160022 India,11719,Chandigarh,2021-12-02,2021-02-20,,,0.6,6.5,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5066,OYO 3987 Hotel Multitech,SCO 104647 Sector  22BNear Sector 17 Chandigarh 160022 India,11719,Chandigarh,2021-12-02,2021-02-20,,,0.6,6.5,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5067,OYO 24142 Hotel Smart King,6 AKS clny Zirakpur Punjab 140603 India,5693,Chandigarh,2021-12-02,2021-02-20,,,9.9,3.6,no,no,no,no,no,no,no,yes,no,no,no,no,no
5068,Hotel City Heart Premium,SCO 202203204 Chandigarh Punjab 160022 India,19475,Chandigarh,2021-12-02,2021-02-20,Good,6.6,1.4,6.9,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no
5069,OYO 33009 Hotel Nido,Sco20PanchkulaKalka Highway Zirakpur Punjab 140603 India,7856,Chandigarh,2021-12-02,2021-02-20,,,9.8,4.4,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
5070,Treebo Trip Kamron,Village Sohana Nr Rattan College & Central Bank of India Sector  78 Kharar Punjab 160055 India,9169,Chandigarh,2021-12-02,2021-02-20,Good,7.4,8.0,8.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
5071,Hotel Rajshree,Plot no 181/45 Industrial Business Park Phase I Chandigarh Punjab 160002 India,16500,Chandigarh,2021-12-02,2021-02-20,Good,6.0,4.0,2.9,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no
5072,OYO 1933 Hotel City Paradise,SCO 294344 Opposite Markfed Dakshin M Sector 22 Chandigarh 160022 India,12228,Chandigarh,2021-12-02,2021-02-20,,,0.7,6.2,no,yes,no,no,no,no,no,no,no,no,no,no,no
5073,OYO 5785 Silver One,Near Railway Station Daria Chandigarh Chandigarh 160101 India,7205,Chandigarh,2021-12-02,2021-02-20,,,5.7,3.5,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5074,OYO 15486 Hotel New Diamond,Sco35 Zirakpur Kalka Highway Zirakpur Punjab 140603 India,9578,Chandigarh,2021-12-02,2021-02-20,,,10 ,4.8,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
5075,OYO 27061 Hotel Magnum,0 Ekta Colony Balongi Mohali Kharar Punjab 140307 India,8320,Chandigarh,2021-12-02,2021-02-20,,,7.6,11 ,no,no,no,no,yes,no,no,yes,no,no,no,no,no
5076,OYO 1950 Hotel Supreme,SCO 12 A Sector 7C Chandigarh Chandigarh 160019 India,13149,Chandigarh,2021-12-02,2021-02-20,,,2.5,6.3,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5077,OYO 1950 Hotel Supreme,SCO 12 A Sector 7C Chandigarh Chandigarh 160019 India,13149,Chandigarh,2021-12-02,2021-02-20,,,2.5,6.3,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5078,"Pride Plaza Hotel, Ahmedabad",Judges Bungalow Road Off SG Road Ahmedabad Gujarat 380054 India,4915,Ahmedabad,2021-12-02,2021-02-17,Good,6.4,5.6,11 ,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no
5079,Hyatt Ahmedabad,Near Vastrapur Lake Vastrapur Ahmedabad Gujarat 380015 India,11985,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.8,4.6,9.9,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
5080,Hotel The S G,1st fl Norman 2002 Nr RC Tech Institute Chankyapuri Rd Ahmedabad Gujarat 380060 India,2398,Ahmedabad,2021-12-02,2021-02-17,,,8.0,9.3,no,yes,no,no,no,no,no,no,no,no,no,no,no
5081,Hotel The S G,1st fl Norman 2002 Nr RC Tech Institute Chankyapuri Rd Ahmedabad Gujarat 380060 India,2398,Ahmedabad,2021-12-02,2021-02-17,,,8.0,9.3,no,yes,no,no,no,no,no,no,no,no,no,no,no
5082,Fortune Landmark-Member ITC Hotel Group,Ashram Road Ahmedabad Gujarat 380013 India,6410,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.6,2.8,5.8,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes
5083,Cama Hotel,Khanpur Ahmedabad Gujarat 380001 India,5982,Ahmedabad,2021-12-02,2021-02-17,Good,6.6,1.4,6.1,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
5084,Cama Hotel,Khanpur Ahmedabad Gujarat 380001 India,5982,Ahmedabad,2021-12-02,2021-02-17,Good,6.6,1.4,6.1,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
5085,OYO 8864 Hotel Royal City,Vastral Ring Road Char Rasta Ahmedabad Gujarat 382418 India,2249,Ahmedabad,2021-12-02,2021-02-17,Very good,8.0,10 ,9.3,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5086,Hyatt Regency Ahmedabad,17/A Ashram Road Ahmedabad Gujarat 380014 India,11050,Ahmedabad,2021-12-02,2021-02-17,Very good,8.4,2.4,6.0,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
5087,Mangalbag Gallery and Residency,Opp World Business House Near Parimal Garden Ellis Bridge Ahmedabad 380006 India,7990,Ahmedabad,2021-12-02,2021-02-17,,,1.3,8.5,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5088,Mangalbag Gallery and Residency,Opp World Business House Near Parimal Garden Ellis Bridge Ahmedabad 380006 India,7990,Ahmedabad,2021-12-02,2021-02-17,,,1.3,8.5,no,yes,yes,no,no,no,no,no,no,no,no,no,no
5089,The Cloud Hotel,Near Khokhra Circle ManinagarE Ahmedabad Gujarat 380008 India,6658,Ahmedabad,2021-12-02,2021-02-17,Very good,8.0,5.2,7.6,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes
5090,Ginger Sanand,Plot No 83 84 Survey no 196/1 Mahalax Village Iyava Virmagam Highway Sanand Gujarat 380210 India,5398,Ahmedabad,2021-12-02,2021-02-17,,,27 ,32 ,no,yes,no,no,no,yes,no,no,no,no,no,no,no
5091,Hotel Riverfront,Bhagatachyarya road Opposite Museum Nr NID Paldi Ahmedabad Gujarat 380007 India,2800,Ahmedabad,2021-12-02,2021-02-17,,,1.1,8.5,no,no,no,no,yes,no,no,no,no,no,no,no,no
5092,Ramada by Wyndham Ahmedabad,Corporate Road Opposite Prahla Ahmedabad Polytechnic Ahmedabad Gujarat 380015 India,6543,Ahmedabad,2021-12-02,2021-02-17,Good,7.2,6.7,14 ,no,no,no,no,yes,yes,no,no,no,no,no,no,no
5093,Hotel Skyland,ShopBlockH4th/F402 Naiya Paradise Opp RAF Camp SP Ring Road Vastral Ahmedabad Gujarat 382418 India,2198,Ahmedabad,2021-12-02,2021-02-17,,,10 ,9.7,no,yes,no,no,no,no,no,no,no,no,no,no,no
5094,Hotel Shrimad Residency,26 ISRO Colony Rd Opp Karnavati Club Ramdev Nagar Ahmedabad Gujarat 380015 India,3598,Ahmedabad,2021-12-02,2021-02-17,,,6.4,13 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5095,Hotel Swell,Drive In Rd Vijay Char Rasta Navrangpura Ahmedabad Gujarat 380014 India,2700,Ahmedabad,2021-12-02,2021-02-17,,,3.0,7.9,no,yes,no,no,no,no,no,no,no,no,no,no,no
5096,hotel suncity,77 Aamrakunj Avis Nr Tapovan Chandkheda Ahmedabad Ahmedabad 382424 India,3004,Ahmedabad,2021-12-02,2021-02-17,,,11 ,5.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
5097,HOTEL APEX,6th FLOOR  SAHAJANAND TRADE CENTER ASHRAM ROAD  PALDI Ahmedabad 380006 India,3370,Ahmedabad,2021-12-02,2021-02-17,,,0.7,8.1,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5098,Hotel Safar,Hansalpur Chowkdi Nr Essar Petrol Pump/ONGC Ahmedabad Gujarat 384001 India,1798,Ahmedabad,2021-12-02,2021-02-17,,,1.4,6.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
5099,Hotel Safar,Hansalpur Chowkdi Nr Essar Petrol Pump/ONGC Ahmedabad Gujarat 384001 India,1798,Ahmedabad,2021-12-02,2021-02-17,,,1.4,6.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
5100,The Grand Vinayak Hotel,SP Ring Road Odhav Circle Ahmedabad Gujurat 382415 India,7200,Ahmedabad,2021-12-02,2021-02-17,,,11 ,7.6,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5101,Hotel Seven,1st floorkasturbhai chambernrgandhi nagar ashramshubhas brigde circle Ahmedabad 380027 India,3600,Ahmedabad,2021-12-02,2021-02-17,,,4.7,4.1,no,yes,no,no,no,no,no,no,no,no,no,no,no
5102,Hotel New Pathik,4th Floor Plot 5 Bopal  Ghuma Rd Opp Umiya Mataji Temple Ahmedabad Gujarat 380058 India,2398,Ahmedabad,2021-12-02,2021-02-17,,,11 ,16 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
5103,Hotel Sparsh Inn - Chandkheda,5th Floor Sparsh Arcade near Bagga Hyundai showroom chandkheda Ahmedabad Gujarat 382424 India,2158,Ahmedabad,2021-12-02,2021-02-17,,,12 ,7.0,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5104,Hotel Signature Inn,A108 Signature 2 Near Sanand Chokdi Sanand Road Sarkhej Ahmedabad Gujarat 382210 India,2398,Ahmedabad,2021-12-02,2021-02-17,,,8.9,16 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
5105,Hotel darshan naroda,SPRing Road Near Ranasan Muthiya Naroda Ahmedabad Gujarat 382330 India,3600,Ahmedabad,2021-12-02,2021-02-17,,,14 ,7.4,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5106,Hotel Jalsa Palace,3rd floor Vitthal Plaza Opp Geb office Dehgam road Nava Naroda Ahmedabad Gujarat 382330 India,2598,Ahmedabad,2021-12-02,2021-02-17,,,12 ,5.4,no,yes,no,no,no,no,no,no,no,no,no,no,no
5107,Riverview Hotel,Nr Sakar VII Nr Nehru Bridge Corner Ashram Road Ahmedabad Gujrarat 380009 India,4048,Ahmedabad,2021-12-02,2021-02-17,Good,7.8,0.5,7.1,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no
5108,bloomSuites | Ahmedabad,Surdhara circle ahmedabad Ahmedabad GJ 380052 India,6818,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.6,5.7,9.9,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
5109,Hotel Maple View,401 4th Floor Neelkanth Paradise Near Galaxy Cinema NH No 8 Naroda Ahmedabad Gujarat 382330 India,2518,Ahmedabad,2021-12-02,2021-02-17,,,10 ,3.5,no,yes,no,no,no,no,no,no,no,no,no,no,no
5110,Hotel Maple View,401 4th Floor Neelkanth Paradise Near Galaxy Cinema NH No 8 Naroda Ahmedabad Gujarat 382330 India,2518,Ahmedabad,2021-12-02,2021-02-17,,,10 ,3.5,no,yes,no,no,no,no,no,no,no,no,no,no,no
5111,Rivera Sarovar Portico - Ahmedabad,Bhavans College Road Sabarmati Riverfront Ahmedabad Gujarat 380001 India,3868,Ahmedabad,2021-12-02,2021-02-17,Very good,8.2,1.5,6.0,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes
5112,Wyndham Ahmedabad Shela,Club O7 Road Off Sardar Patel Ring Rd Shela Sanand GJ 380058 India,11000,Ahmedabad,2021-12-02,2021-02-17,,,12 ,19 ,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no
5113,Novotel Ahmedabad Hotel,ISKCON Cross Road SG Highway Next To Wide Angle Cinema Ahmedabad Gujarat 380015 India,8318,Ahmedabad,2021-12-02,2021-02-17,Good,7.8,6.6,13 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
5114,Hotel Anjali Palace,310 rudrax complex Behind Chandkheda Bus Stand chandkheda Ahmedabad Gujarat 382424 India,2398,Ahmedabad,2021-12-02,2021-02-17,,,10 ,6.2,no,yes,no,no,no,no,no,no,no,no,no,no,no
5115,The Metropole Hotel,Near RTO Circle Subhash Bridge Corner Ahmedabad Gujarat 380 027 India,6380,Ahmedabad,2021-12-02,2021-02-17,Good,7.8,4.9,3.8,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes
5116,Cambay Sapphire Ahmedabad,132 ft Ring RoadAdjacent to Jivraj Park OverBridgeVejalpur Cross Road Ahmedabad GJ 380051 India,5297,Ahmedabad,2021-12-02,2021-02-17,,,4.4,12 ,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
5117,The Nest Residency,Near New Civil Hospital Gate No 6 B/h Bipin Complex Asarwa Ahmedabad Gujarat 380016 India,2339,Ahmedabad,2021-12-02,2021-02-17,,,3.9,3.6,no,yes,no,no,no,no,no,no,no,no,no,no,no
5118,Hotel Summit,OppLal banglow cgroadNavarangpura Ahmedabad GJ 380009 India,6282,Ahmedabad,2021-12-02,2021-02-17,,,1.5,7.9,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5119,OYO 11610 Hotel Shreenath,202203 2nd flr shreenath sarthak ind park nikol odhav ind estate odhav Ahmedabad 382350 India,3415,Ahmedabad,2021-12-02,2021-02-17,,,11 ,7.0,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5120,Hotel Skylon,Tirthraj Complex Ahmedabad GJ 380006 India,4000,Ahmedabad,2021-12-02,2021-02-17,,,0.1,7.6,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes
5121,Hotel Skylon,Tirthraj Complex Ahmedabad GJ 380006 India,4000,Ahmedabad,2021-12-02,2021-02-17,,,0.1,7.6,no,yes,yes,no,no,no,no,no,yes,no,no,no,yes
5122,Hotel Sadbhav,3rd Floor Dhanlaxmi Chamber Shahibaug Road Ahmedabad Ahmedabad 380004 India,3829,Ahmedabad,2021-12-02,2021-02-17,,,3.5,4.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
5123,OYO 10749 Hotel Neelkanth Bliss,Opposite Ankur School Near Jain Merchant Five Road Paldi Ahmedabad Gujarat 380007 India,4808,Ahmedabad,2021-12-02,2021-02-17,Superb,9.0,1.9,9.3,no,no,no,no,no,no,no,yes,no,no,no,no,no
5124,Hotel Dream Palace,3rd floor Business Point Near Hanuman Mandir Narol Circle Ahmedabad Gujarat 382405 India,2598,Ahmedabad,2021-12-02,2021-02-17,,,5.7,11 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
5125,Hotel Kells,New York Tower A Sarkhej  Gandhinagar Hwy Ahmedabad Gujarat 380054 India,6053,Ahmedabad,2021-12-02,2021-02-17,,,6.3,11 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
5126,Ginger Ahmedabad,Behind Himalaya Mall DriveIn Road Ahmedabad Gujarat 380015 India,4998,Ahmedabad,2021-12-02,2021-02-17,,,4.9,9.6,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes
5127,Radisson Blu Hotel Ahmedabad,Near Panchvati Cross Roads Off CG Road Ahmedabad Gujarat 380006 India,7308,Ahmedabad,2021-12-02,2021-02-17,Very good,8.0,1.4,8.4,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
5128,Ebony Residency,Near Gurudwara Temple B/H Apex Heart Institute S G Highway Ahmedabad Gujarat 380054 India,9800,Ahmedabad,2021-12-02,2021-02-17,,,6.4,11 ,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no
5129,The Grand Eden,THE GRAND EDEN Nr Accutest Laboratory Opp The Grand Bhagwati SGHighway Ahmedabad GJ 380054 India,5400,Ahmedabad,2021-12-02,2021-02-17,,,6.3,11 ,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
5130,Hotel Atithi,Near Nagri Hospital Law Garden Road Ahmedabad 380006 India,4598,Ahmedabad,2021-12-02,2021-02-17,,,0.7,7.6,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
5131,The President - A Boutique Hotel,Off CGRoad Opp Municipal Market Navrangpura Ahmedabad Gujarat 380009 India,5063,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.6,1.8,7.4,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes
5132,The President - A Boutique Hotel,Off CGRoad Opp Municipal Market Navrangpura Ahmedabad Gujarat 380009 India,5063,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.6,1.8,7.4,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes
5133,Hotel Grand Elegance,SHILP AARON ABLOCKSINDHU BHAVAN ROAD NEAR PAKWAN CROSS RAOD BODAKDEV Ahmedabad GJ 380054 India,5598,Ahmedabad,2021-12-02,2021-02-17,Fabulous,8.6,6.6,12 ,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
5134,OYO 2591 Hotel Anjani Palace,Ganesh Plaza Cmplx 3rd Flr Nr City Point Rest Ajit Mill Cross Rd Ahmedabad Gujarat 380023 India,4738,Ahmedabad,2021-12-02,2021-02-17,,,6.2,5.9,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5135,Hotel Good Night,Opp sidi saiyeds Jali Near Electricity house Lal Darwaja Ahmedabad Gujarat 380001 India,2000,Ahmedabad,2021-12-02,2021-02-17,,,1.1,6.4,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
5136,FabHotel Summit,Lal Bunglow Opp Chimanlal Girdharlal Rd Navrangpur Ahmedabad 380009 India,3148,Ahmedabad,2021-12-02,2021-02-17,,,1.5,7.9,no,yes,no,no,no,no,no,no,no,no,no,no,no
5137,Hotel Silvera Grand,Near Dehgan Cross Road Circle Sardar Patel Ring Rd Nava Naroda Ahmedabad Gujarat 382330 India,6878,Ahmedabad,2021-12-02,2021-02-17,Good,6.0,14 ,7.0,no,yes,no,no,yes,no,no,no,no,no,no,no,no
5138,Hotel Simba & Restaurant,Simba House Sardar Stadium Under Bridge Navangpura Ahmedabad Gujarat 380009 India,6500,Ahmedabad,2021-12-02,2021-02-17,,,2.0,6.6,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,no
5139,OYO 26476 Hotel Meridan Palace,3rd Floorwastik Business Park Nr Diamond Masala Ode Village Rd Dholka Gujarat 382427 India,2752,Ahmedabad,2021-12-02,2021-02-17,,,12 ,19 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
5140,OYO 26578 Hotel Aashray,3rd Floor Apple Plaza Complex Sarkhej Rajkot NH 8/A Opp Bavla Gate Dholka Gujarat 382220 India,18878,Ahmedabad,2021-12-02,2021-02-17,,,29 ,36 ,no,yes,no,no,yes,no,no,yes,no,no,no,yes,no
5141,Hotel Gold Leaf Ahmedabad,4th Fl Shantanu Complex Nr GNFC Info Tower Grand Bhagwati Road sg Highway Ahmedabad Gujarat 380054 India,200000,Ahmedabad,2021-12-02,2021-02-17,,,4.4,11 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5142,Hotel Hill Park by Sky Stays,5th FloorSuryam Trade Centre Nr Torrent Power Station Kathwada GIDC Odhav Ahmedabad Gujarat 382415 India,2198,Ahmedabad,2021-12-02,2021-02-17,,,11 ,7.0,no,yes,no,no,no,no,no,no,no,no,no,no,no
